,Title,Images,Summary,Aurthor,Category,ID
92,PLAYGIRL MAGAZINE April 1974 Peter Lupus 4-page spread!,http://ecx.images-amazon.com/images/I/51ycJ%2BP4TbL.jpg,"img alt="""" src=""/gp/sponsored-products/logging/log-action.html?qualifier=1535788694&id=3822636263776583&widgetName=sp_detail&adId=200002609346371&eventType=2&adIndex=0"">    </noscript>    <script type=""text/javascript"">(function(f) {f(window.P._namespace(""FirebirdSpRendering""));}(function(P) {        P.when('SponsoredProductsViewability').execute(function(SV) {            SV.loadImagePixel(""/gp/sponsored-products/logging/log-action.html?qualifier=1535788694&id=3822636263776583&widgetName=sp_detail&adId=200002609346371&eventType=2&adIndex=0"");        });    }));</script><script type=""text/javascript"">(function(f) {f(window.P._namespace(""FirebirdSpRendering""));}(function(P) {    P.when('A', 'SponsoredProductsViewability').execute(function(A, SV) {        SV.registerViewTrackingElement(A.$(""#sp_detail_1939754143""), ""sp_detail"");    });}));</script><div class=""pa_feedbackForm_container_sp_detail"" style=""display:none;"">    <div class=""sp_adID"">        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{&quot;footer&quot;:&quot;&lt;div id='sponsored-products-feedback-footer'&gt;&quot;,&quot;closeButton&quot;:&quot;false&quot;,&quot;name&quot;:&quot;sponsored-products-feedback-modal-sp_detail&quot;,&quot;width&quot;:&quot;350&quot;,&quot;header&quot;:&quot;Share your feedback&quot;,&quot;url&quot;:&quot;/gp/sponsored-products/lazyLoad/handler/sp-feedback-handler.html?pl=2WUrnfcGCWt%2BZjmXk32NB6VHoUmFGXRiOLUerhddFD5fq36YNUPsLgO1LfncUPBy1sHxamznmMJk%0AhVcPMPGYGA5m4%2FW8H%2FJn6SFmP1X1a3ZxAG0MI7qyRyvSb%2FqsUZMPZ0KJv6bxhlaO%2F9T2LEiSqaTF%0AvMuao1m9f1A240VWaVZaE%2Btg3TLsyDBkfDFDwXEbo%2BCs5A8Rq769Q9w7MEepwNKik8V%2B2dSqXMLj%0A9YBBWIHWAMxcK4cM3ppDgkUoqwU97L3tvvihqbbEulqvNOScmBR7jpDSHBlaVo8VAdFrFVRQSjka%0A7dBLlNOyQwh%2FFyN62f6f8cE%2Bw9NP6Hanvkr3LXlDYcvdZKhF2zx1xwhEKvN70RA48MBuVm%2B%2FLvWp%0AUs%2F3Qat1005xJ8juuFjLUD8XVoxQFuABO7QQeqatX70CKHtk00dpZPhbNxkaGRZ8GXi8Ps%2Fd36BV%0AhB2Nc%2BZmsG20%2FINdOJx7dtS9u1MIB11EmF7kXs5uyyKoCYuGwKePg9ni7OGZoeGlaVjLrnOqRRVW%0AT%2B2zJiBateh6UmO3OBXi420kK7BUr1NEDjD6TOM91lteDGJmyVUUQObCuJToqVOU8xYU7P13BOMg%0A0AiWuu1LxGWByGuEfCrA%2B1FROTr3MZOAGXBgBUYRhmw%3D&quot;}"">            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">Feedback<i class=""a-icon a-icon-popover""></i></a>        </span>    ",Playgirl Magazine Inc.,"Health, Fitness & Dieting",B000Q1I08C
93,"The South Beach Diet: Good Fats Good Carbs Guide - The Complete and Easy Reference for All Your Favorite Foods, Revised Edition By Arthur Agatston",http://ecx.images-amazon.com/images/I/51zL%2Bt67UGL.jpg,"img alt="""" src=""/gp/sponsored-products/logging/log-action.html?qualifier=1535788706&id=5853263232257907&widgetName=sp_detail&adId=200006062596421&eventType=2&adIndex=0"">    </noscript>    <script type=""text/javascript"">(function(f) {f(window.P._namespace(""FirebirdSpRendering""));}(function(P) {        P.when('SponsoredProductsViewability').execute(function(SV) {            SV.loadImagePixel(""/gp/sponsored-products/logging/log-action.html?qualifier=1535788706&id=5853263232257907&widgetName=sp_detail&adId=200006062596421&eventType=2&adIndex=0"");        });    }));</script><script type=""text/javascript"">(function(f) {f(window.P._namespace(""FirebirdSpRendering""));}(function(P) {    P.when('A', 'SponsoredProductsViewability').execute(function(A, SV) {        SV.registerViewTrackingElement(A.$(""#sp_detail_031255995X""), ""sp_detail"");    });}));</script><div class=""pa_feedbackForm_container_sp_detail"" style=""display:none;"">    <div class=""sp_adID"">        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{&quot;footer&quot;:&quot;&lt;div id='sponsored-products-feedback-footer'&gt;&quot;,&quot;closeButton&quot;:&quot;false&quot;,&quot;name&quot;:&quot;sponsored-products-feedback-modal-sp_detail&quot;,&quot;width&quot;:&quot;350&quot;,&quot;header&quot;:&quot;Share your feedback&quot;,&quot;url&quot;:&quot;/gp/sponsored-products/lazyLoad/handler/sp-feedback-handler.html?pl=Dv7Y4ACWxX1oLSAps2mylDvZnJYtSe9nPCL73cFXHECTbzNDuTn50Bj6WOEVU9YQRlOlSFvB9uud%0ANfHy9iRs4tCcLk1rsS5z4k6xgImjPPsLV1aA73P4hz3N%2BVbQWh8iH1X6eS%2FWg30e8Qjg2i4WSxpP%0AS%2FyUNNUOaeJ8BxkTMYsdOUzx9n4emlBmYrPYExLlD2uAnYETcHPJj9TlDW77sT8A7t26%2F6gL5CdK%0AG42t1RLfJ9xsmVTVOMWh2Qi7IRlcajDy%2B%2F9WEA50UIZTcU1UIrGjvi1mC4EDaVwC0vHeLbO95hLP%0Aj6L52%2F3pLREQDhE%2BV5BbKF8RKNdPJ1PPHlOgOs5kyVlcdiR0zF2Ui6eyB6qWJdQO3NOs1wIUPNlc%0A2A0jIn8Pxo%2FSQGPuYlAySGyebP%2BgXaGSXKP0QE1bttbD0Rh3uVTfayR7ki1t9zMdlPpWbriJ5eeh%0Ac6XFVM7kAKGGX5JV8pZRpEM4d9olheRWuEQmi5hTXTZJvUzm0jAf8LlgmqRImAJhkFSuUdOrTLe%2F%0AoCXH6emwaglceFl3kjXIoMrT8FOtQK5L2cxXy7wY7n%2BcNZ1ALxh1dbozRVyWW2wT8co7m8wkoSXz%0AZwES243j5Rhj8Z%2BK6Tl01jqNM9AH%2FhyW&quot;}"">            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">Feedback<i class=""a-icon a-icon-popover""></i></a>        </span>    ",-Author-,"Health, Fitness & Dieting",B007RGQ34M
94,Holding On to Hope: A Pathway through Suffering to the Heart of God,http://ecx.images-amazon.com/images/I/51OqilTXmSL.jpg,"<b>A healing book for those in the wake of life’s devastating storms.</b><br/>We can never plan for the unexpected turns of this life that sometimes lead to great personal suffering. Sometimes that suffering can overshadow everything and threaten to pull us under. Nancy Guthrie knows what it is to be plunged into life’s abyss. Framing her own story of staggering loss and soaring hope with the biblical story of Job, she takes you by the hand and guides you on a pathway through pain―straight to the heart of God. <i>Holding On to Hope</i> offers an uplifting perspective, not only for those experiencing monumental loss, but for anyone going through difficulty and failure. (Includes an 8-week study on the book of Job for readers who want to dig deeper into what the Bible says about dealing with suffering and grief.)",Nancy Guthrie,Christian Books & Bibles,1414312962
95,Another Fine Myth/Myth Conceptions 2-in1 (Myth 2-in-1),http://ecx.images-amazon.com/images/I/515LB0lEfSL.jpg,"MythAdventures or Myth Adventures is a fantasy series created by Robert Lynn Asprin. After twelve novels by Asprin, published 1978 to 2002, he and Jody Lynn Nye continued the series with seven more books. After his death in May 2008,[1] she intended to complete their plans.[2] The Myth Adventures are noted for and popular for their whimsical nature, myriad characters, and liberal use of puns. After the first book, every title turns on the similarity between the word ""myth"" and the prefix ""mis-"" or the word ""miss"". The inaugural title Another Fine Myth puns on the phrase ""another fine mess"". Chapters are usually headed by made-up quotes by famous or semi-famous persons.[3]",Robert Asprin,Science Fiction & Fantasy,044100931X
96,"Thin-Film Optical Filters, Fourth Edition (Series in Optics and Optoelectronics)",http://ecx.images-amazon.com/images/I/41WtSR-tsAL.jpg,"<P>Written by a world-renowned authority of optical coatings, <STRONG>Thin-Film Optical Filters</STRONG><STRONG>, Fourth Edition </STRONG>presents an introduction to thin-film optical filters for both manufacturers and users. The preeminent author covers an assortment of design, manufacture, performance, and application topics. He also includes enough of the basic mathematics of optical thin films to enable readers to carry out thin-film calculations.</P> <P></P> <P>This new edition of a bestseller retains most of the descriptions of older design techniques because of their importance in understanding how designs work. However, this edition includes a substantial amount of new material as well. A new chapter on color takes into account the increasing importance of color in optical coatings. In addition, a new section discusses the effects of gain in optical coatings.</P> <P></P> <P>This comprehensive yet accessible book continues to offer valuable insight into the principles, techniques, and processes of successful coating design. It provides the sound foundation required to make further advances in the field.</P>",H. Angus MacLeod,Science & Math,1420073028
97,The Secrets of Martial Arts: An Isabel Soto History Adventure (Graphic Expeditions),http://ecx.images-amazon.com/images/I/61lRdpN3SyL.jpg,"In graphic novel format, follows the adventures of Dr. Isabel Soto as she explores the history and techniques of karate, tae kwon do, jujitsu, and kung fu.",Christopher L. Harbo,Children's Books,1429648600
98,Mini-implants in Orthodontics: Innovative Anchorage Concepts,http://ecx.images-amazon.com/images/I/51xsx4EyPtL.jpg,"This textbook is both a practical and theoretic reference book for the clinical use of orthodontic implants. The standard concepts of mini-screw selection and placement in various clinical situations are presented for easy incorporation into everyday practice. In addition, solutions to specific orthodontic problems are illustrated through relevant clinical examples and detailed in a thorough discussion of required protocols, indications and contraindications, potential risks, and clinical problem solving. The editors years of clinical experience and international renown in the field have allowed them to recruit collaborators whose expertise complements their own. The end result is an extensive, authoritative, and eminently practical survey of orthodontic implantology.",Bjorn Ludwig,Medical Books,3938947470
99,"Mom, Share Your Life With Me",http://ecx.images-amazon.com/images/I/51-xExZC4yL.jpg,"Your childhood memories are a rich record of the past. With a simple question a day, the stories, people and places that you share on these pages are destined to become a priceless family heirloom. This beautiful, hard bound book is everything you could want in a keepsake journal. The premium Smyth Sewn binding allows users to easily flatten pages during writing yet provides a clean sophistication to the journal. This book is dedicated to preserving your memories.",,Parenting & Relationships,1563830396
100,My Bike (Watch Me Go!),http://ecx.images-amazon.com/images/I/51Rnz8Lg0uL.jpg,"Learning how to ride a bike is an important moment in every childs life. In this volume, readers see how fun it is while learning the basics of biking. This age-appropriate text covers everything from parts of a bike to safety tips, and reminds readers to always wear a helmet. Fun, colorful images, a helpful picture glossary, index, and supplemental websites offer opportunities for additional learning.",Victor Blaine,Children's Books,1499402503
101,Build a Better Athlete:  What's Wrong with American Sports and How To Fix It,http://ecx.images-amazon.com/images/I/51soCisXtRL.jpg,Are great athletes born or does practice make perfect? Are science and technique just as important as athletic ability? The truth is that anyone can improve their athletic performance. This book shows you how in simple and easy-to-read format. Renowned biomechanist/kinesiologist Dr. Michael Yessis dissects the current standards of physical training and explains how athletes of all levels can apply scientific techniques to develop their physical abilities to the highest level.<p> <i>Build a Better Athlete</i> is now offered in continuing education credits for NSCA and ACE.,Michael Yessis,Sports & Outdoors,1930546785
102,Cycling Stars: A Trump Card Game (Magma for Laurence King),http://ecx.images-amazon.com/images/I/512WXirJLBL.jpg,Who is the toughest rider of all time? Who is the fastest cycling sprinter the world has ever seen? Would the racers of the sixties beat the champions of today?<br><br>Put these long-standing debates to bed with this collection of illustrated cards showing the top stats of the 30 brightest stars from cycle sport history.,,Humor & Entertainment,1856699633
103,Reckless Love,http://ecx.images-amazon.com/images/I/51qiwy32ajL.jpg,"<p>One reckless fighter. </p><p>One night of passion he can't forget. </p><p>The battle between sex and love is fierce and unrelenting. </p><p>And love is about to knock him on his ass. </p><p><b><i>Reckless Love </b>can be read as a standalone novel, but is a follow up to the <b>New York Times</b> and <b>USA Today </b>bestseller <b>Hard to Love. </p></b></i>",Kendall Ryan,Romance,1505319722
104,The Treatment of Modern Western Medical Diseases with Chinese Medicine,http://ecx.images-amazon.com/images/I/51QzB4RrSzL.jpg,"Since the initial publication of this book, the most complete clinical manual on the Chinese medical treatment of modern Western diseases, it has become far and away the best selling title that we publish. Now this new second edition has been expanded, updated, and improved. The new edition covers 79 common Western diseases, seven more than the previous book. For each disease the book covers both acupuncture and Chinese medicine protocols for treatment as well as a comprehensive review of Western medicine. In addition, all the herb listings have been reformatted as easy-to-read lists instead of paragraphs. The herbs are now listed with pin-yin first and Latin nomenclature second. Finally, all herbal listings have been updated to correspond to changes in the latest edition of Chinese Herbal Medicine: Materia Medica by Bensky, Clavey, and Stoger.",Bob Flaws,"Health, Fitness & Dieting",1891845578
105,City Abandoned: Charting the Loss of Civic Institutions in Philadelphia,http://ecx.images-amazon.com/images/I/51NeO5q0okL.jpg,"Book by Feldman, Vincent David",Vincent David Feldman,Arts & Photography,158988082X
106,South Carolina Impressions (Impressions (Farcountry Press)),http://ecx.images-amazon.com/images/I/61BD9PCHPFL.jpg,"These two resident photographers have traveled to every corner of The Palmetto State to capture its unique culture and beauty. Images include the intercoastal waterway, Parris Island, Hilton Head, Raven Cliff Falls, the Spoleto Festival, Grove Plantation, barrier islands, Charleston, Clemson University, Congaree National Park, and so much more!",photography by Ron Anderson,Travel,1560373431
107,Interventional Radiology (RadCases),http://ecx.images-amazon.com/images/I/51nn2mrbs0L.jpg,"<P>Cardiac Imaging, Interventional Radiology, Musculoskeletal Radiology, Neuro Imaging, Thoracic Imaging, Pediatric Imaging, Gastrointestinal Imaging, Breast Imaging, Nuclear Medicine, Ultrasound Imaging, Head and Neck Imaging, Genitourinary Imaging</P><br><P>Each RadCases title features 100 carefully selected, must-know cases documented with clear, high-quality radiographs. The organization provides maximum ease of use for self-assessment.</P><br><P>Each case begins with the clinical presentation on the right-hand page; simply turn the page for imaging findings, differential diagnoses, the definitive diagnosis, essential facts, and more.</P><br><P>Each RadCases title includes a scratch-off code that allows 12 months of access to a searchable online database of all 100 cases from the book plus an additional 150 cases in that book's specialty - 250 cases in total!</P><br><P><STRONG>Learn your cases, diagnose with confidence and pass your exams. RadCases.</STRONG></P><br><P><STRONG><EM>Interventional Radiology</STRONG></EM> will enable you to diagnose the full range of vascular and nonvascular cases.</P><br><P><STRONG>Features of <EM>Interventional Radiology</EM>:</STRONG></P><br><UL><br><LI>Numerous high-resolution 3-D radiographs demonstrating the mechanics of the vascular system</LI><br><LI>A variety of common and uncommon presentations covering everything from acute lower gastrointestinal bleeding to superficial femoral artery stenosis</LI><br><LI>Examples of critical cases that must be diagnosed immediately - to avert potential disaster in daily practice and on exams - such as traumatic injury of the aorta</LI></UL>&nbsp;",Hector Ferral,Medical Books,1604061774
108,The 50th Law,http://ecx.images-amazon.com/images/I/41qMD5iI6fL.jpg,"<p>In <em>The 50th Law, </em>hip hop and pop culture icon 50 Cent (aka Curtis Jackson) joins forces with Robert Greene, bestselling author of <em>The 48 Laws of Power, </em>to write a &#8220;bible&#8221; for success in life and work based on a single principle: fear nothing. With stories from 50 Cent's life on the streets and in the boardroom as he rose to fame after the release of his album <em>Get Rich or Die Tryin&#8217;</em>, as well as examples of others who have overcome adversity through understanding and practicing the 50th Law, this deeply inspirational book is perfect for entrepreneurs as well as anyone interested in the extraordinary life of Curtis Jackson.</p>",50 Cent,Humor & Entertainment,006177460X
109,"The Church of Scientology (Studies in Contemporary Religions, series volume 1)",http://ecx.images-amazon.com/images/I/51kzqiUi-jL.jpg,"<DIV>&#160;L. Ron Hubbard&mdash;best-selling science fiction writer, former naval officer, and people&rsquo;s philosopher&mdash;did not initially intend to found a new religion. But neither did he object when followers organized a church based on his teachings. The resulting movement has attracted millions of adherents from around the globe.<P>Much of Scientology applies common sense solutions to life&rsquo;s perplexities. If a church should be judged according to its good works, then Scientology receives high marks for its addiction treatment, literacy, and civil rights programs. But there is more, including mysticism, mythology, some secrecy, and a healthy dose of what might be termed eccentricity. Some observers wonder how a church that promotes mental and emotional well being, which it does, can itself at times appear to be paranoid or dysfunctional? Dr. Melton explores these questions and the major aspects of the church&rsquo;s hierarchical structure and theology, showing, among other things, that the study of religion is seldom dull.</P>",J. Gordon Melton,Religion & Spirituality,1560851392
110,Gifted With ADD,http://ecx.images-amazon.com/images/I/41J31CtyyML.jpg,"<h2>What if people saw ADD as a superpower instead of a disease?</h2> Gifted With ADD provides helpful information to parents raising children whose brains work at the speed of light. How can you best harness this gift and help your child grow up to be a healthy, successful adult without the ""handicapped"" stigma attached? How can you help your child use the power they've been given?",RaeLyn Murphy,Parenting & Relationships,1466392851
111,A Splendid Isolation: Lessons on Happiness from the Kingdom of Bhutan,http://ecx.images-amazon.com/images/I/41AD5FPqjEL.jpg,"What does Bhutan understand about happiness that the rest of the world does not? Award-winning journalist and author Madeline Drexler recently traveled to this Himalayan nation to discover how the audacious policy known as Gross National Happiness plays out in a fast-changing society where Buddhism is deeply rooted--but where the temptations and collateral damage of materialism are rising. Her reported essay blends lyrical travelogue, cultural history, personal insights, and provocative conversations with top policymakers, activists, bloggers, writers, artists, scholars, religious leaders, students, and ordinary citizens in many walks of life. This book is sure to fascinate readers interested in travel, Buddhism, progressive politics, and especially the study and practice of happiness. A Splendid Isolation was a Finalist in the 2015 Next Generation Indie Book Awards.",Madeline Drexler,Travel,1499362641
112,Diary of a Mad Playwright: Perilous Adventures on the Road with Mary Martin and Carol Channing (Applause Books),http://ecx.images-amazon.com/images/I/51MEQBQmzfL.jpg,"(Applause Books). Kirkwood, the co-writer of the book of the great musical A Chorus Line , also wrote the stage play Legends , for which Carol Channing and Mary Martin embarked on a nationwide, bound-for-Broadway tour. This book chronicles the slow disintigration of the whole project, thanks to bickering divas, greedy producers, hostile reviewers, and general chaos. Kirkwood's fine eye for detail and general good humor keep this book lighhearted and funny, even as sadness lingers in the wings. A wonderful book for anyone who loves the theatre.",James Kirkwood,Biographies & Memoirs,1557835675
113,Orthodontically Driven Corticotomy: Tissue Engineering to Enhance Orthodontic and Multidisciplinary Treatment,http://ecx.images-amazon.com/images/I/51uPLBk-bML.jpg,"<p>The first book of its kind, <i>Orthodontically Driven Corticotomy</i> describes how to apply this innovative technique to orthodontic treatment protocols. More than simply discussing orthodontic applications, the editors demonstrate how corticotomies enhance inter- and multidisciplinary treatments. Different surgical approaches are described, with indications on how to select the most appropriate one, to increase efficiency of orthodontic movement, and minimize the surgical exposure for the patient at the same time. Readers learn how to apply the technique to expand the basal bone, regenerate periodontal tissues, combine corticotomy and anchorage devices, manage partial edentulism, treat impacted teeth, and become more efficient in orthodontic treatment. Surgical steps are demonstrated with more than 650 clinical photographs and 200 illustrations.</p>",,Medical Books,1118486870
114,2016 Hunter & Jumper Wall Calendar,http://ecx.images-amazon.com/images/I/61Uu4EbALvL.jpg,"Twelve bright and exciting photographs capture all the power, energy and athleticism of hunters and jumpers. The fullcolor, large format wall calendar features daily grids with ample room for jotting appointments, birthdays, events and reminders. Also includes six bonus months of July through December 2015; moon phases; U.S. and international holidays.",Willow Creek Press,Calendars,1623437245
115,Shakin' the Mess Outta Misery,http://ecx.images-amazon.com/images/I/51DtPTv0etL.jpg,"Shakin' the Mess Outta Misery is the story of a young black girl's coming of age in the South in the 1960s. Daughter, the main character and 25-year-old narrator whose mother died when she was very young, was raised by women in the community, some blood related, some not. When she was 12 years old she began her journey to womanhood guided by these very diverse, non-traditional, older black women. Daughter begins the play as an adult reflecting on the summer of her 12th year in the now empty house of her childhood. She shares with the audience how her Big Mamas prepared her for womanhood. As she remembers, the women enter to tell their stories and Daughter becomes a child again reliving her vivid memories of growing up--recalling the rituals, the faith healings, the stories she was told and the lessons she learned about survival, healing, deep faith and mystery. The Washington Post said Shakin' the Mess Outta Misery ""...is a vivid portrait of the members of a tight knit community of African American women...heartfelt and definitely a memory play, but it goes about its business in unpredictable and emotionally satisfying ways...First and foremost is Youngblood's evocative language, which blends the poetic and the everyday into a potent stew of exclamations and descriptions, oaths and jive...Some [scenes] are funny, some melancholy, some deadly serious, but all burst with detail, eccentricity and truth.""",Shay Youngblood,Literature & Fiction,1482639629
116,"Guess Again!: 1,001 Rib-Tickling Riddles from Highlights (Laugh Attack!)",http://ecx.images-amazon.com/images/I/51CwIue2LBL.jpg,"<div>This collection of time-tested riddles and knock-knock jokes from Highlights will trigger a laugh attack every time kids open them, and hilarious illustrations by Kevin Rechin add to the fun. Kids love jokes, and this is a great joke book for kids ages six and up! This book will give kids a great way to entertain themselves and others while helping them develop an understanding of humor, which is an important social developmental skill. The first book in the Laugh Attack series, this book is sure to be a delight. With a wealth of jokes and riddles, these joke books are perfect for sharing laughs with family and friends. From animal jokes to number jokes, more than 1,000 rib-tickling riddles will keep kids laughing for hours. All jokes are age-appropriate, wholesome, and great for kids to share with family, friends and anyone who needs a laugh!<br><BR>What is the capital of Alaska? <I>Come on- Juneau know this one!</I><BR><br>What grew from the plant in the math room? <I>Square roots.</I><BR><BR>Who is the best dancer at a Halloween party? <I>The boogieman.</I><BR><BR>Why did Dracula go to the doctor? <I>He was coffin.</I><BR><BR>How does the man on the moon get a haircut? <I>Eclipse it.</I><BR><br>If you think these jokes are funny, you&#8217;ll love the Laugh Attack! series!<BR>",Highlights for Children,Children's Books,1590789199
117,Gun Digest Book of SIG-Sauer,http://ecx.images-amazon.com/images/I/51V1JB2C9fL.jpg,"<div><b>Finally! A book that covers Sig handguns in exhaustive detail!</b> In <i>Gun Digest Book of Sig Sauer, 2nd Edition</i>, pre-eminent fighting handgun trainer Massad Ayoob takes an in-depth look at some of the finest pistols on the market. In this revised 2nd Edition:<ul> First-hand Sig handgun reviews evaluate handling characteristics, design and performance</li> Insider reviews explain Sig developments over the past 10 years</li> The most popular new models</li> Revisions to explain significant changes to existing models</li></ul>If you own a Sig pistol, have considered buying one or just appreciate the quality of these fine concealed carry and home defense handguns, this is the book for you!",Massad Ayoob,Reference,1440239142
118,"Taxidermy Art: A Rogue's Guide to the Work, the Culture, and How to Do It Yourself",http://ecx.images-amazon.com/images/I/517VtZE8s7L.jpg,"<DIV><P>In this collection of taxidermy art, you’ll find a winged monkey with a fez and a martini glass, a jewel-encrusted piglet, a bionic fawn, and a polar bear balancing on a floating refrigerator. Author Robert Marbury makes for a friendly (and often funny) guide, addressing the three big questions people have about taxidermy art: <I>What is it all about? Can I see some examples? </I>and <I>How can I make my own? </I>He takes readers through a brief history of taxidermy (and what sets artistic taxidermy apart) and presents stunning pieces from the most influential artists in the field. Rounding out the book are illustrated how-to lessons to get readers started on their own work, with sources for taxidermy materials and resources for the budding taxidermist.</P>",Robert Marbury,Humor & Entertainment,1579655580
119,Wedding Planner: The Ultimate Organizer for the Blushing Bride,http://ecx.images-amazon.com/images/I/51LMOtXbbTL.jpg,"The Benefits of a Wedding Planning Book A wedding can be one of the happiest events in a person's life; but, it can also be one of the most hectic times. There are so many different aspects in a ceremony and reception that weddings can be frustrating to even think about. Taking the time to plan everything out can help. The benefits of a wedding planning book are worth it. Brides can use a wedding planning book to organize every portion of their big day. Having every detail in one place will keep brides from forgetting small things. Wedding planning books allow brides to sort everything from transportation, wedding favors, flower arrangements, to wedding venues. Using a planning book can even help keep track of wedding expenses and related appointments.",Speedy Publishing LLC,"Crafts, Hobbies & Home",1630226432
120,"Yes, You Can Get Pregnant: Natural Ways to Improve Your Fertility Now and into Your 40s",http://ecx.images-amazon.com/images/I/41ujfGcSa-L.jpg,"<p>The complete guide to getting pregnant and improving fertility naturally √õ even if you√åve been told your chances of conception are low</p> <p>Worried about your ability to have children in the next five years? Have you been trying to get pregnant for a while now and it√ås just not happening? Does it seem like every woman you know is having a hard time getting pregnant and you don√åt want that to be you when you√åre ready? Do you want natural, non-invasive options to conceive?</p> <p>If you answered √èyes√ì to any one of these questions, <i>Yes, You Can Get Pregnant</i> is for you. A nationally renowned women√ås health and fertility expert, Aimee Raupp has helped hundreds of women optimize their fertility and get pregnant, even after age 40. Here, she provides her complete program for improving your chances of conceiving and overcoming infertility, including the most effective complementary and lifestyle approaches and the latest nutritional advice. Her remedies help you how to get in tune with your body, eat the best fertility-enhancing foods, and avoid environmental toxins to achieve a healthy and stress-free pregnancy.</p> <p>In a friendly, understanding, and inspirational manner, <i>Yes, You Can Get Pregnant</i> provides hope, scientifically-backed knowledge, and emotional support to help you become the mother you want to be.</p> """,Aimee Raupp MS  LAc,Parenting & Relationships,1936303698
121,Insolvency and Restructuring Manual: Second Edition,http://ecx.images-amazon.com/images/I/41DPG9DvskL.jpg,"This is a practical, user-friendly, and comprehensive guide to corporate insolvency and restructuring in the UK. The book explains the principles and procedures involved, taking the reader through the UK's various formal insolvency processes they might encounter, including liquidations, compulsory liquidations, receiverships, administrations, company voluntary arrangements (CVAs), and schemes of arrangement. To emphasize the practical nature of the approach, the book offers quick summaries, flow charts of insolvency processes, and tables comparing procedures and remedies. It also contains separate chapters covering company law issues (e.g. the position of the director), the role of creditors, and cross-border considerations. This second edition has been updated to include new UK case law, some with far reaching implications.",Simon Beale,Law,1780431988
122,To Timbuktu: A Journey Down the Niger,http://ecx.images-amazon.com/images/I/41OCUGLf4TL.jpg,"<p>For nearly eight years as the monthly columnist for <i>Outside</i> magazine, and in his award-winning books, Mark Jenkins has held fans spellbound with his riveting accounts of expeditions to remote parts of the globe. In <i>To Timbuktu</i>, he sets out with three friends to attempt their first descent of the Niger River, hoping to reach the legendary city of Timbuktu. Along the way they are attacked by killer bees, charged by hippos, and stalked by crocodiles. They stumble upon a group of completely blind men living alone in the bush and dance with a hundred naked women. That Jenkins finally reaches his goal―riding alone across the Sahara on a motorcycle―stands in sharp contrast to what befell earlier explorers who tried to find Timbuktu and whose fates the author interweaves with the narrative of his own journey.</p><p> A rich combination of cultural exploration, history, and gripping adventure, this beautifully repackaged edition of <i>To Timbuktu</i> is a journey not to be missed.</p>",Mark Jenkins,Travel,1594867658
123,Sitting Bull: His Life and Legacy,http://ecx.images-amazon.com/images/I/51wSyMlwaIL.jpg,"<p><i>The only book on Sitting Bull written by a lineal descendant </i></p> <p>Ernie LaPointe is the great -grandson of the famous Hunkpapa Lakota chief, and he presents the family tales and memories told to him about his great-grandfather. In many ways the oral history differs from what has become the standard and widely accepted biography of Sitting Bull. LaPointe explains the discrepancies, how they occurred, and why he wants to tell his story of Tatanka Iyotake. </p> <p>Ernie LaPointe, a great-grandson of Sitting Bull, was born on the Pine Ridge Indian Reservation in South Dakota. He is a Sundancer and lives the traditional way of the Lakota and follows the rules of the sacred pipe. He lives in South Dakota.</p>",Ernie LaPointe,Biographies & Memoirs,142360556X
124,A Code of Jewish Ethics: Volume 1: You Shall Be Holy,http://ecx.images-amazon.com/images/I/51JYXXCVPQL.jpg,"<i>A Code of Jewish Ethics, Volume 1: You Shall Be Holy</i> is the initial volume of the first major code of Jewish ethics to be written in the English language. It is a monumental work on the vital topic of personal character and integrity by one of the premier Jewish scholars and thinkers of our time.<br><br>With the stated purpose of restoring ethics to its central role in Judaism, Rabbi Joseph Telushkin offers hundreds of examples from the Torah, the Talmud, rabbinic commentaries, and contemporary stories to illustrate how ethical teachings can affect our daily behavior. The subjects dealt with are ones we all encounter. They include judging other people fairly; knowing when forgiveness is obligatory, optional, or forbidden; balancing humility and self-esteem; avoiding speech that shames others; restraining our impulses of envy, hatred, and revenge; valuing truth but knowing when lying is permitted; understanding why God is the ultimate basis of morality; and appreciating the great benefits of Torah study. Telushkin has arranged the book in the traditional style of Jewish codes, with topical chapters and numbered paragraphs. Statements of law are almost invariably followed by anecdotes illustrating how these principles have been, or can be, practiced in daily life. The book can be read straight through to provide a solid grounding in Jewish values, consulted as a reference when facing ethical dilemmas, or studied in a group.<br><br>Vast in scope, this volume distills more than three thousand years of Jewish laws and suggestions on how to improve one&#8217;s character and become more honest, decent, and just. It is a landmark work of scholarship that is sure to influence the lives of Jews for generations to come, rich with questions to ponder and discuss, but primarily a book to live by.",Rabbi Joseph Telushkin,Religion & Spirituality,1400048354
