,Title,Images,Summary,Aurthor,Category,ID
91,"Extra Cheese, Please!: Mozzarella's Journey from Cow to Pizza",http://ecx.images-amazon.com/images/I/51O-dStBaML.jpg,"<DIV>Every Friday on their farm, Cris Peterson and her family make pizza. The only unusual thing about this is that the cheese they use on top of the pizza comes from the cows in their own barn. Ms. Peterson and her husband, Gary, own and run a dairy farm in Wisconsin. In this clear and concisely written book, the author outlines the steps of cheese making for younger readers--beginning with the moment a calf is born and its mother first gives milk. Alvis Upitis, an internationally known photographer, has documented the process from start to finish. In an age when America's farms often seem a long way off from the stores that sell their products, this book shows the link between milk and cow, cheese and pizza.",Cris Peterson,Children's Books,1563971771
92,Heartsongs,http://ecx.images-amazon.com/images/I/51yNfqg868L.jpg,"Now available in hardcover, a special gift edition with 16 pages of new poems and illustrations, the national bestseller that introduced millions of people to Mattie J.T. Stepanek",Mattie J. T. Stepanek,Children's Books,078686947X
93,Value Proposition Design: How to Create Products and Services Customers Want (Strategyzer),http://ecx.images-amazon.com/images/I/51TBGzmH3BL.jpg,"<p><b>The authors of the international bestseller <i>Business Model Generation</i> explain how to create value propositions customers can&rsquo;t resist</b></p><p><i>Value Proposition Design</i> helps you tackle the core challenge of every business &mdash; creating compelling products and services customers want to buy. This highly practical book, paired with its online companion, will teach you the processes and tools you need to create products that sell.<br /><br />Using the same stunning visual format as the authors&rsquo; global bestseller, Business Model Generation, this sequel explains how to use the &ldquo;Value Proposition Canvas&rdquo; to design, test, create, and manage products and services customers actually want.<br /><br /><i>Value Proposition Design</i> is for anyone who has been frustrated by new product meetings based on hunches and intuitions; it&rsquo;s for anyone who has watched an expensive new product launch fail in the market. The book will help you understand the patterns of great value propositions, get closer to customers, and avoid wasting time with ideas that won&rsquo;t work. You&rsquo;ll learn the simple process of designing and testing value propositions, that perfectly match customers&rsquo; needs and desires.<br /><br />In addition the book gives you exclusive access to an online companion on Strategyzer.com. You will be able to assess your work, learn from peers, and download pdfs, checklists, and more.<br /><br /><i>Value Proposition Design</i> is an essential companion to the &rdquo;Business Model Canvas&rdquo; from Business Model Generation, a tool embraced globally by startups and large corporations such as MasterCard, 3M, Coca Cola, GE, Fujitsu, LEGO, Colgate-Palmolive, and many more.<br />Value Proposition Design gives you a proven methodology for success, with value propositions that sell, embedded in profitable business models.""</p>",Alexander Osterwalder,Business & Money,1118968050
94,The Joker,http://ecx.images-amazon.com/images/I/51Ywkb8VtNL.jpg,"An original hardcover graphic novel that tells the story of one very dark night in Gotham City--from the creative team behind the graphic novel LEX LUTHOR: MAN OF STEEL.<br> <br> The Joker has been mysteriously released from Arkham Asylum, and he's none to happy about what's happened to his Gotham City rackets while he's been ""away."" What follows is a harrowing night of revenge, murder and manic crime as only The Joker can deliver it, as he brutally takes back his stolen assets from The Penguin, The Riddler, Two-Face, Killer Croc and others. <br> <br> Brian Azzarello brings to THE JOKER all the visceral intensity and criminal insight that has made his Vertigo graphic novel series 100 BULLETS one of the most critically-acclaimed and award-winning series in all of comics.",Brian Azzarello,Comics & Graphic Novels,1401215815
95,The Twelve Gates: A Spiritual Passage Through the Egyptian Books of the Dead,http://ecx.images-amazon.com/images/I/514c9kd7A9L.jpg,"In The <i>Twelve Gates</i>, clinical anthropologist John Rush embarks on a spellbinding journey through death rituals in various cultures, centering on the ancient Egyptian philosophy of death and resurrection. The first part of the book provides an overview of different rituals, encouraging readers to confront their feelings about death and to reevaluate their lives. The author details his own experiences preparing for death, including a painful tattooing process inspired by the ancient Egyptian Books of the Netherworld. He then guides readers through the Twelve Gates of the Underworld, symbolic ritual stages during which they can figuratively experience death and rebirth. A set of full-color tarot cards, designed by the author, is included as an aid in passing through each of the Gates. These ancient rituals, performed by pharaohs and priests for thousands of years, help ease the way toward a peaceful, conscious death.",John Rush,Religion & Spirituality,1583941754
96,The Blue Whale,http://ecx.images-amazon.com/images/I/415hRXNeJaL.jpg,"<p>A nonfiction picture book, <em>The Blue Whale </em>draws children into the life and world of this enormous whale by situating facts within a familiar context that is fun and engaging. Here, readers are given the actual size of an eye right on the page, and we are informed how understand this whale's body size in relation to trucks, cars, milk bottles, and hippos! With an accurate and engaging text, fully vetted by a blue whale expert, and lyrically lovely illustrations, <em>The Blue Whale </em>is a book that invites children in and holds their attention. Its tempo is like a pleasing melody, which means that the information never becomes too weighty or exhausting―a key thing when it comes to young readers and their enjoyment of a book!</p><p>A graduate of the renowned MA children's book illustration program at the Cambridge School of Art (ARU), <strong>Jenni Desmond </strong>works from her studio in London, England. She uses collage, paint, and pencil crayons to create her artwork, which she then scans and edits by computer. Jenni strives to make her illustrations entertaining, beautiful, and funny in equal measure. Her first picture book <em>Red Cat Blue Cat </em>(Blue Apple Books, 2012) won the Cambridgeshire Read it Again Picture Book Award 2013, and she has shown her artwork in many exhibitions in the United Kingdom, including the Royal Academy of Art Summer Exhibition.</p>",,Children's Books,1592701655
97,Fodor's Los Angeles: with Disneyland & Orange County (Full-color Travel Guide),http://ecx.images-amazon.com/images/I/51D3JZe4-BL.jpg,"Written by locals, Fodor's travel guides have been offering expert advice for all tastes and budgets for 80 years.<br><br>Fodor's L.A. guide keeps pace with this fast-changing cultural capital. The City of Angels has it all, including rollicking theme parks, unbeatable beaches, stunning architecture, and world-class museums and concert halls.<br><br>This travel guide includes:<br>&middot; Dozens of full-color maps&#160;plus a handy pullout map with essential information<br>&middot; Hundreds of hotel and restaurant recommendations, with Fodor's Choice designating our top picks<br>&middot;&#160;Multiple itineraries to explore the top attractions and what&rsquo;s off the beaten path<br>&middot;&#160;In-depth breakout features on Sunset Strip, The Strand, and bars<br>&middot; Major sights such as Disneyland, Walt Disney Concert Hall, TCL Chinese Theatre and the Hollywood Walk of Fame, Getty Center, Santa Monica Pier, Rodeo Drive, and Venice Beach Boardwalk<br>&middot; Coverage of&#160;Downtown Los Angeles; Hollywood and the Studios; Beverly Hills, West Hollywood, and the Westside; Santa Monica and the Beaches; Pasadena; Orange County and Catalina Island<br><br> Planning to visit more of California? Check out Fodor's travel guides to California, San Diego, San Francisco, and Napa &amp; Sonoma.",Fodor's,Travel,080414219X
98,Quick & Easy Quilts for Kids: 12 Friendly Designs,http://ecx.images-amazon.com/images/I/51uCX5J2tXL.jpg,"<P>Fun and whimsical, warm and cuddly, or sweet as can be, there is a design in this book that will fit the personality of a special child. The 12 different designs&#8212;for both boys and girls&#8212;are featured in full color and are quick and easy to create. Modern, readily available, themed fabric makes these designs stand out against typical pastel-colored children&#8217;s quilts. Sized just right for children&#8217;s beds, cribs, or a favorite rocking chair, the patterns include Critters &amp; Crawlers, Baby Blocks, Leapin&#8217; 9-Patch, and Call of the Wild. Easy, step-by-step instructions lead both beginner and experienced sewers through the entire quilt-making process with tips and secrets to finishing each quilt like a pro.",Connie Ewbank,"Crafts, Hobbies & Home",1592173756
99,Moon Maui: Including Molokai & Lanai (Moon Handbooks),http://ecx.images-amazon.com/images/I/51%2BaTFPKChL.jpg,"<div>Longtime Maui resident Kyle Ellison knows the best ways to experience this beautiful island, from catching a wave in Lahaina to hiking through the Bamboo Forest to strolling Baldwin Beach at sunrise. Ellison includes unique trip ideas like Best Outdoor Adventures and Best of Maui in 10 Days, as well as information on dining, transportation, and accommodations for a wide range of travel budgets. Complete with details on everything from the best beaches and restaurants to when to go for whale watching, <I>Moon Maui</I> gives travelers the tools they need to create a more personal and memorable experience.",Kyle Ellison,Travel,1612381103
100,Mexico: A Guide to the Must-See Cities in Mexico!,http://ecx.images-amazon.com/images/I/410Y%2BWt%2BNiL.jpg,"<b>Discover How To Get The Most Out Of Your Mexican Adventure!</b> Planning a trip to Mexico? Great choice! If you're considering anything from a short stay to a long trip, this Latin American gem undoubtedly possesses some of the most amazing sights and scenes to be found anywhere. Mexico's culture, people and breathtaking landscape will leave you in awe. <b>But are you prepared?</b> To get the most out of your Mexican adventure, you must be well prepared and have some basic knowledge about the country: where to go, what to see and what to do! If you enter Mexico unprepared and unaware of the many treasures to be discovered and enjoyed, you will not be able to enjoy it to its fullest. Without the knowledge of exactly what every must-see city has to offer, you will ultimately waste your valuable vacation time planning your next steps instead of relaxing and discovering exciting, new sights. In this book I'm going to give you the best tips and advice that will enable you to get through your Mexican adventure smoothly, and help you to enjoy it to the fullest! I'll provide you with the essential sights and attractions for all of Mexico's major cities, so that you don't have to waste any of your own time finding out what each city has to offer! You'll have the most concise, valuable Mexico travel guide – the country’s sights, culture and attractions - at your fingertips every step of the way. So what are you waiting for? <b>Take action now and enjoy the trip of a lifetime!</b>",Sam Spector,Travel,1515199339
101,"Negotiation: Theory & Strategy, Third Edition (Aspen Casebook Series)",http://ecx.images-amazon.com/images/I/41zEWsN8b0L.jpg,"<p>When you purchase a new version of this casebook from the LIFT Program, you receive 1-year FREE digital access to the corresponding Examples &amp; Explanations in your course area. Now available in an interactive study center, Examples &amp; Explanations offer hypothetical questions complemented by detailed explanations that allow you to test your knowledge of the topics covered in class.</p> <p>Starting July 1, 2017, if your new casebook purchase does not come with an access code on the inside cover of the book, please contact Wolters Kluwer customer service. The email address and phone number for customer service are on the copyright page, found within the first few pages, of your casebook.</p> <p>Unlike other books that focus on the nuts-and-bolts of the negotiation process, this text&rsquo;s conceptual approach draws on psychology, cutting-edge scholarship, and law to create an analytical framework with which students can learn to think about negotiation strategy before applying the framework to specific negotiation problems and contexts.</p> <p>Features:</p> <ul>  Restructured treatment of the psychology of persuasion</li>  Part III framed to emphasize the critical importance of the relationship between negotiators</li>  Treatment of &ldquo;trust&rdquo; expanded with more discussion of extensive experimental data</li>  New treatment of the how to deal with the negative emotions that result from conflict</li>  Completely new simulations added to reinforce bargaining zone analysis, persuasion techniques, coping with emotions, and principal-agent relationships in negotiation</li> </ul> </p>",Russell Korobkin,Law,1454839260
102,Patty Paper Geometry,http://ecx.images-amazon.com/images/I/61R58scLtzL.jpg,"Written by Michael Serra, the best selling author of <i>Discovering Geometry, Patty Paper Geometry</i> contains 12 chapters of guided and open investigations. Open investigations encourage students to explore their own methods of discovery, and guided investigations provide more direction to students. Use <i>Patty Paper Geometry</i> as a supplement to your geometry program or even as a major course of study. Author: Michael Serra, Pages: 262, paperback, Publisher: Playing It Smart, ISBN: 978-1559530723",Michael Serra,Science & Math,1559530723
103,Living & Dying with Grace,http://ecx.images-amazon.com/images/I/31PZlCBvsoL.jpg,"Living and Dying with Grace is a book of aphoristic Sufi teachings on how to make one's way in the world - especially on how to bring spiritual insight to the affairs of daily life. Sufism, the mystical branch of Islam, contains a vast body of knowledge concerning the inner development of the complete human being. Among the greatest of Sufi masters, Hadrat Ali (598-661 CE), cousin and son-in-law of the Prophet Muhammad, is regarded as a paragon of compassion and virtue and a master of both exoteric and esoteric knowledge. He was not only a great warrior, statesman, and scholar, but a devoted husband and father.<BR>This book contains four hundred of Hadrat Ali's teachings, showing how people can use the everyday realities of their lives to cultivate wisdom and well-being, both temporal and eternal, offering a path to living and dying with grace.",Hadrat Ali,Religion & Spirituality,1570620652
104,A Brief History of Time: From the Big Bang to Black Holes,http://ecx.images-amazon.com/images/I/71HADMSE3JL.gif,"Stephen Hawking has earned a reputation as the most brilliant theoretical physicist since Einstein. In this landmark volume, Professor Hawking shares his blazing intellect with nonscientists everywhere, guiding us expertly to confront the supreme questions of the nature of time and the universe. Was there a beginning of time? Will there be an end? Is the universe infinite or does it have boundaries? From Galileo and Newton to modern astrophysics, from the breathtakingly cast to the extraordinarily tiny, Professor Hawking leads us on an exhilarating journey to distant galaxies, black holes, alternate dimensions--as close as man has ever ventured to the mind of God. From the vantage point of the wheelchair from which he has spent more than twenty years trapped by Lou Gehrig's disease, Stephen Hawking has transformed our view of the universe. Cogently explained, passionately revealed, <i>A Brief History of Time</i> is the story of the ultimate quest for knowledge: the ongoing search for the tantalizing secrets at the heart of time and space.",Stephen W. Hawking,Science & Math,055305340X
105,At Home in the Whole Food Kitchen: Celebrating the Art of Eating Well,http://ecx.images-amazon.com/images/I/51Lty9l-cGL.jpg,"<b><b><b><b>James Beard Award Winner (Vegetarian)<br></b></b>IACP Award Winner (Healthy Eating) <br><br></b>A sophisticated vegetarian cookbook with all the tools you need to be at home in your kitchen, cooking in the most nourishing and delicious ways&mdash;from the foundations of stocking a pantry and understanding your ingredients, to preparing elaborate seasonal feasts.</b><br><br> Imagine you are in a bright, breezy kitchen. There are large bowls on the counter full of lush, colorful produce and a cake stand stacked with pretty whole-grain muffins. On the shelves live rows of glass jars containing grains, seeds, beans, nuts, and spices. You open the fridge and therein you find a bottle of fresh almond milk, cooked beans, soaking grains, dressings, ferments, and seasonal produce. This is Amy Chaplin&rsquo;s kitchen. It is a heavenly place, and this book will make it your kitchen too.<br><br>With her love of whole food and knowledge as a chef, Chaplin has written a book that will inspire you to eat well at every meal. Part One lays the foundation for stocking the pantry. This is not just a list of food and equipment; it&rsquo;s real working information&mdash;how and why to use ingredients&mdash;and an arsenal of simple recipes for daily nourishment. Also included throughout are tips on living a whole food lifestyle: planning weekly menus, why organic is important, composting, plastics vs. glass, drinking tea, doing a whole food cleanse, and much more.<br><br>Part Two is a collection of recipes (most of which are naturally gluten-free) celebrating vegetarian cuisine in its brightest, whole, sophisticated form. Black rice breakfast pudding with coconut and banana? Yes, please. Beet tartlets with poppy seed crust and white bean fennel filling? I&rsquo;ll take two. Fragrant eggplant curry with cardamom basmati rice, apricot chutney, and cucumber lime raita? Invite company. Roasted fig raspberry tart with toasted almond crust? There is always room for this kind of dessert. <br><br>If you are an omnivore, you will delight in this book for its playful use of produce and know-how in balancing food groups. If you are a vegetarian, this book will become your best friend, always there for you when you&rsquo;re on your own, and ready to lend a hand when you&rsquo;re sharing food with family and friends. If you are a vegan, you can cook nearly every recipe in this book and feed your body well in the truest sense. This is whole food for everyone.",Amy Chaplin,"Cookbooks, Food & Wine",1611800854
106,Fabulous Rag Rugs from Simple Frames,http://ecx.images-amazon.com/images/I/51WVCGS3SQL.jpg,"This second volume of the Rugmaker’s Handbook series is designed to teach textile explorers of all skill levels to make practical, durable rugs on simple frames using very basic tools. If you have ever wished for a loom to weave rugs, this book will help cure your “loom envy” with over forty techniques to create rugs with patterns and textures that just can’t be reproduced on a loom. Various types of frames are explained including: high-low, flat, pegged, fifth stick, pinned and scroll frames. Unique warping methods allow the creation of rugs with four finished sides, even in freeform shapes. The book is divided into tensioning and non-tensioning methods and techniques worked horizontally and vertically on the warp strands. Learn such oddities as the twisted warp techniques, spider web warp and the cheater’s warp. This is not a “craft” book, but rather a reference book and includes over forty techniques, most of which have never before been published.",Diana Blake Gray,"Crafts, Hobbies & Home",1931426279
107,Martin Luther King and the Montgomery Story,http://ecx.images-amazon.com/images/I/51E15yILgYL.jpg,"Nearly sixty years after its creation, a little-known landmark of comic book history returns! This 16-page comic is a simple but revolutionary account of the 1955 Montgomery Bus Boycott, in which Rosa Parks, Dr. King, and 50,000 others used the power of nonviolence to battle segregation on city buses - and win. First published in December 1957 by the Fellowship of Reconciliation, it went unnoticed by the mainstream comic book industry, but spread like wildfire among civil rights groups, churches, and schools, helping to mobilize a generation to join the global fight for equality - nonviolently. Personally endorsed by Martin Luther King, Jr. himself, over time this comic book has reached beyond his time and place to inspire activists in Latin America, South Africa, Vietnam, Egypt, and beyond... as well as inspiring MARCH, the new graphic novel trilogy by Congressman John Lewis, Andrew Aydin, and Nate Powell.",Alfred Hassler,Children's Books,1603093338
108,"Open Road's Best of Honduras, 2nd Edition (Open Road Travel Guides)",http://ecx.images-amazon.com/images/I/51-wAeMZAeL.jpg,"At a quick glance, readers learn the best things they can do in Honduras, in the time they really have for their trip!<BR><BR>Most travelers go away for two weeks or less, so why is it that every major travel publisher offers huge books where 90% of the content goes unused? Open Road travel guides allows readers to see at a glance which hotels and restaurants are best for them, where the happening nightlife is, the best sports and recreation, and where the most authentic, local shopping can be found. Our 2nd Edition gives readers a small number of great choices to anywhere in Honduras. Great ideas are offered for jungle ecotouring, combing through ancient ruins along the Ruta Maya, visiting old colonial churches and villages, and relaxing on beautiful pristine beaches. We combine different kinds of trips for our readers, based on the amount of time they have, such as a one-week ruins-and-recreation combo featuring the monumental Copan and other Mayan sites with some city nightlife in the capital of Tegucigalpa, and plenty of ideas for the Bay Islands for some of the best diving and snorkeling in this hemisphere! Best of all, we don&#8217;t weigh readers down with tons of useless information &#8211; we cut to the chase and give readers short descriptions of the best Honduras has to offer.",Charlie Morris,Travel,1593601697
109,Star Trek: The Next Generation: Takedown,http://ecx.images-amazon.com/images/I/51nETlKgSOL.jpg,"An all-new novel of <I>Star Trek: The Next Generation</I>&#8212;one of the most popular <I>Star Trek</I> series of all-time, featuring the adventures of Captain Jean-Luc Picard and the crew of the U.S.S. <I>Enterprise</I>!<BR><BR>When renegade Federation starships begin wreaking destruction across the Alpha Quadrant, Captain Jean-Luc Picard and the crew of the <i>U.S.S. Enterprise </i>are shocked to discover that the mastermind behind this sudden threat is none other than Picard&#8217;s prot&#233;g&#233; and friend: Admiral William T. Riker. The newly minted admiral is on board the <i>U.S.S. Aventine </i>as part of a special assignment, even as the mystery deepens behind his involvement in the growing crisis. But the <i>Aventine </i>is helmed by Captain Ezri Dax&#8212;someone who is no stranger to breaking Starfleet regulations&#8212;and her starship is by far the faster vessel&#8230;and Riker cannot yield even to his former mentor. It&#8217;s a battle of tactical geniuses and a race against time as Picard struggles to find answers before the quadrant&#8217;s great powers violently retaliate against the Federation&#8230;<BR> <BR>&#8482;, &#174;, & &#169; 2015 CBS Studios, Inc. STAR TREK and related marks and logos are trademarks of CBS Studios, Inc. All Rights Reserved.",John Jackson Miller,Science Fiction & Fantasy,1476782717
110,"Hiking North Carolina's National Forests: 50 Can't-Miss Trail Adventures in the Pisgah, Nantahala, Uwharrie, and Croatan National Forests (Southern Gateways Guides)",http://ecx.images-amazon.com/images/I/51TatXHwxkL.jpg,"North Carolina's 1.2 million acres of national forestland are some of our state's most distinctive and botanically diverse areas. Veteran nature writer Johnny Molloy welcomes you to enjoy these beautiful and often surprising wild areas, guiding you safely there and back again. Molloy renders the sometimes primitive trails accessible to both beginner and more intrepid hikers, from families with small children to dedicated wilderness wanderers. Spotlighting the best hikes in all four of North Carolina's national forests--Nantahala, Pisgah, Uwharrie, and Croatan, ranging from the mountains to the coast--this book includes some of the state's most heralded destinations and invites you to explore many lesser-known gems.<br/><br/>Features include<br/>* A hike summary, including distance, time, and difficulty of each trip<br/>* Detailed instructions to keep you on the trail<br/>* GPS coordinates of every trailhead, a narrative of the hike, and can't-miss features<br/>* A cultural and natural history of each area<br/>* Best seasons to go<br/>* Fees and permits, as well as contact information for each area<br/>* Photos and maps to orient you<br><br>",Johnny Molloy,Science & Math,1469611678
111,The Devil's Pleasure Palace: The Cult of Critical Theory and the Subversion of the West,http://ecx.images-amazon.com/images/I/41kdEW4qG8L.jpg,"<div>In the aftermath of World War II, America stood alone as the world&#8217;s premier military power. Yet its martial confidence contrasted vividly with its sense of cultural inferiority. Still looking to a defeated and dispirited Europe for intellectual and artistic guidance, the burgeoning transnational elite in New York and Washington embraced not only the war&#8217;s refugees, but many of their ideas as well, and nothing has proven more pernicious than those of the Frankfurt School and its reactionary philosophy of &#147;critical theory.&#8221;<br><BR>In <I>The Devil's Pleasure Palace</I>, Michael Walsh describes how Critical Theory released a horde of demons into the American psyche. When everything could be questioned, nothing could be real, and the muscular, confident empiricism that had just won the war gave way, in less than a generation, to a central-European nihilism celebrated on college campuses across the United States. Seizing the high ground of academe and the arts, the New Nihilists set about dissolving the bedrock of the country, from patriotism to marriage to the family to military service. They have sown, as Cardinal Bergoglio&#151;now Pope Francis&#151;once wrote of the Devil, &#147;destruction, division, hatred, and calumny,&#8221; and all disguised as the search for truth.<BR><BR><I>The Devil's Pleasure Palace</I> exposes the overlooked movement that is Critical Theory and explains how it took root in America and, once established and gestated, how it has affected nearly every aspect of American life and society.<BR>",Michael Walsh,Humor & Entertainment,159403768X
112,12-Lead ECG for Acute and Critical Care Providers,http://ecx.images-amazon.com/images/I/51uCkTNwhwL.jpg,"Written by a paramedic with experience teaching at all levels (EMT-P, nurses, etc.)&ndash;this user-friendly text presents a practical, easy-to-understand system for 12-Lead ECG interpretation and assessment. Based on the nationally reknown 12-lead ECG workshop, ""Multi-Lead Medics."" A focus on the &ldquo;need to know&rdquo; information and a large number of practice cases&ndash;with over 400 actual 12-leads&ndash;provides students with the solid background and extensive hands-on practice that will help them gain confidence and build competence quickly.",Bob Page,Medical Books,013022460X
113,"Words That Work: It's Not What You Say, It's What People Hear",http://ecx.images-amazon.com/images/I/41EcHyGWvdL.jpg,"<strong>The nation's premier communications expert shares his wisdom on how the words we choose can change the course of business, of politics, and of life in this country</strong></br></br> In <em>Words That Work</em>, Luntz offers a behind-the-scenes look at how the tactical use of words and phrases affects what we buy, who we vote for, and even what we believe in. With chapters like ""The Ten Rules of Successful Communication"" and ""The 21 Words and Phrases for the 21st Century,"" he examines how choosing the right words is essential.</br></br> Nobody is in a better position to explain than Frank Luntz: He has used his knowledge of words to help more than two dozen Fortune 500 companies grow. Hell tell us why Rupert Murdoch's six-billion-dollar decision to buy DirectTV was smart because satellite was more cutting edge than ""digital cable,"" and why pharmaceutical companies transitioned their message from ""treatment"" to ""prevention"" and ""wellness.""</br></br> If you ever wanted to learn how to talk your way out of a traffic ticket or talk your way into a raise, this book's for you.",Frank I. Luntz,Politics & Social Sciences,1401309291
114,101 Homestyle Favorite Recipes (101 Cookbook Collection),http://ecx.images-amazon.com/images/I/611LxhvzrNL.jpg,"<span><span><span>Welcome to 101 Homestyle Favorites, the first cookbook in our 101 series. Mouthwatering photos and easy directions for every tried &amp; true recipe make this a cookbook you&#39;ll turn to again &amp; again. There are easy weeknight meals like bbq chicken pizza and crunchy apple-pear salad, Sunday dinner favorites like oven beef &amp; noodles and wait &#39;til you&#39;ve tried our maple chicken wings...delicious! Desserts, appetizers, mains and sides...you&#39;ll find &#39;em all inside. </span></span></span>",Gooseberry Patch,"Cookbooks, Food & Wine",1933494190
115,"Patterns of the Hypnotic Techniques of Milton H. Erickson, M.D., Vol. 2",http://ecx.images-amazon.com/images/I/51VZ8PBJSYL.jpg,"Patterns of the Hypnotic Techniques of Milton H. Erickson, M.D. Volume II",John Grinder,Self-Help,1555520537
116,Surfer Chick,http://ecx.images-amazon.com/images/I/511uhvOOsSL.jpg,"<DIV><I>&ldquo;Two birds of a feather, a chick and her dad, lived by the shore, in a radical pad. A legend in surfing, Chick&rsquo;s dad ruled the Roost. Chick&rsquo;s dream was to learn every move he produced.&rdquo;</i><BR>So begins the story of a little chick and her dad who take to the beach so she can finally learn how to surf. At first Chick&rsquo;s mood is foul as she struggles through some gnarly waters, but soon she is catching waves on her own board and even doing righteous tricks, just like her rad dad!<BR>Filled with cool surf lingo, this sweet rhyming picture book is perfect for summer at the beach and for celebrating the love between a father and a daughter.<BR><BR><DIV><U><B>Praise for </b></u><I><U><B>Surfer Chick</b></u></i><B><BR><BR>STARRED REVIEWS<BR></b>",Kristy Dempsey,Children's Books,1419701886
117,The Pumpkin Patch Parable: Special Edition (Parable Series),http://ecx.images-amazon.com/images/I/61q4Oo%2BFo2L.jpg,"<P><EM>The Pumpkin Patch Parable</EM>-This charming story for children illustrates how a loving farmer can turn a simple pumpkin into a simply glorious sight. In the same way, God's transforming love can fill each of our hearts with joy and light. Liz Curtis Higgs created this parable as a way to share the Good News with her own precious children each harvest season . . . and now with children everywhere.</P>",Liz Curtis Higgs,Christian Books & Bibles,1400308461
118,Less Than Hero,http://ecx.images-amazon.com/images/I/51OvlVyR0JL.jpg,"With the razor-sharp satire that earned him rave reviews for <I>Big Egos </I>and <I>Lucky Bastard</I>, among others, S.G. Browne delivers another irresistible read, about an unlikely band of heroes who use their medical complications to gain fame, confront villains, and bring their own unique brand of justice to New York City.<BR><BR>Faster than a spreading rash! More powerful than dry heaves! Able to put villains to sleep with a single yawn!<BR> <BR>Convulsions. Nausea. Headaches. Sudden weight gain. For the pharmaceutical soldiers on the front lines of medical science&#8212;volunteers who test experimental drugs for cash&#8212;these common side effects are a small price to pay to defend your right to life, liberty, and the pursuit of antidepressants.<BR> <BR>Lloyd Prescott, thirty-year-old professional guinea pig and victim of his own inertia, is the first to notice the bizarre, seemingly implausible consequences of years of testing not-quite-legal drugs: his lips go numb, he becomes overwhelmed with exhaustion, and instantly a stranger crumples into a slumbering heap before him. Under cover of night, Lloyd and his guinea pig friends band together to project their debilitating side effects onto petty criminals who prey upon the innocent. When a horrible menace with powers eerily similar to their own threatens the city, only one force can stop this evil: the handful of brave men who routinely undergo clinical trials.<BR> <BR>&#8220;One of America&#8217;s best satiric novelists&#8221; (<I>Kirkus Reviews</I>), S. G. Browne fills the prescription for a hilarious and biting commentary on our overmedicated society. Citizens, rest assured that tonight, no matter your ailment&#8212;anxiety, depression, super villains&#8212;there&#8217;s a pill to save the day.",S.G. Browne,Science Fiction & Fantasy,1476711747
119,CWNA: Certified Wireless Network Administrator Official Study Guide: Exam CWNA-106,http://ecx.images-amazon.com/images/I/5144C0287JL.jpg,"<b>Prepare with the only official study guide for the CWNA-106</b> <p>The <i>CWNA: Certified Wireless Network Administrator OfficialStudy Guide: Exam CWNA-106</i> is the officially endorsed CWNA testprep for the leading wireless certification. Expert authors andCWNEs David D. Coleman and David A. Westcott guide readers throughthe skills and concepts candidates need to know for the exam, usinghands-on methods to convey an in-depth understanding of wirelessnetwork administration. Readers should have a basic knowledge ofRadio Frequency behavior, experience with WLAN hardware peripheralsand protocols, and an interest in designing, installing, andmanaging wireless networks.</p><p>Wireless technology is taking over the tech industry, and thedemand for competent, certified professionals is far outpacing thesupply. A CWNA certification denotes advanced-level proficiency inthe field, with a complete understanding of wireless LANcomponents, features, and function&#8212;but the only way to passthe exam is to truly understand the material, not just the talkingpoints. The <i>CWNA: Certified Wireless Network AdministratorOfficial Study Guide</i> thoroughly covers each exam objective, andincludes review questions, assessment tests, and exercises to testyour skills. Topics include:</p><ul> Radio Frequency technologies, regulations, and standards</li> 802.11 protocols</li> Network implementation and security</li> 802.11 RF site surveying</li></ul><p>Readers also get access to a suite of study tools including anelectronic test engine with hundreds or practice test questions,electronic flashcards, exercise peripherals, and industry WhitePapers, which serve as valuable backup references. In preparing forthe CWNA-106 exam, the ideal study guide should cover all of theexam topics in depth&#8212;<i>CWNA: Certified Wireless NetworkAdministrator Official Study Guide</i> does just that, making it anexcellent, comprehensive study guide.</p>",David D. Coleman,Computers & Technology,1118893700
120,"The Essential Workplace Conflict Handbook: A Quick and Handy Resource for Any Manager, Team Leader, HR Professional, Or Anyone Who Wants to Resolve Disputes and Increase Productivity",http://ecx.images-amazon.com/images/I/511FdoWiOEL.jpg,"Today's workplaces are dynamic, so it shouldn't surprise anyone that tension can develop quickly and ruinously. <i>The Essential Workplace Conflict Handbook</i> is the ideal resource for anyone ready to confront conflict at work rather than run from it. Managed correctly, conflict can be a positive source for innovation and creativity.<br><br>Using examples drawn from a wide range of corporate and entrepreneurial experiences, along with checklists and other practical tools, <i>The Essential Workplace Conflict Handbook</i> will help employees, managers at all levels, and business owners answer the following important questions:<br><br> What's changing in the workplace and the workforce today?<br> Are the right issues being addressed?<br> How can we create more options to solve conflicts?<br> What's my conflict style, and why is it important?<br> How should I set and manage expectations?<br> What happens when disruptive behavior gets out of control?<br><br>Positive interactions are critical to successful workplaces. This vital new title gives you the confidence you need to communicate effectively, as well as a clear understanding of your individual responsibility, no matter your title or role. It also gives the organization a plan for what it can do to foster a tension-free workplace.",Barbara Mitchell,Business & Money,1632650088
