,Title,Images,Summary,Aurthor,Category,ID
90,Hamlet (No Fear Shakespeare Graphic Novels),http://ecx.images-amazon.com/images/I/41SDu4kCBmL.jpg,"<DIV><DIV><B>Read Shakespeare in graphic-novel form--with NO FEAR!&#160;</B><BR /><BR /><I>No Fear Shakespeare Graphic Novels</I> is a series based on the translated texts of the plays found in <I>No Fear Shakespeare</I>. The original <I>No Fear</I> series made Shakespeare&rsquo;s plays much easier to read, but these dynamic visual adaptations are impossible to put down. Each of the titles is illustrated in its own unique style, but all are distinctively offbeat, slightly funky, and appealing to teen readers. Each book will feature:",William Shakespeare,Comics & Graphic Novels,1411498739
91,Journey to Star Wars: The Force Awakens Moving Target: A Princess Leia Adventure (Star Wars: Journey to Star Wars: the Force Awakens),http://ecx.images-amazon.com/images/I/517-Z0Wk6nL.jpg,"<DIV><DIV><DIV><DIV>Princess Leia returns for an all-new adventure in this thrilling upper middle grade novel. Set between <EM>Star Wars: The Empire Strikes Back </EM>and <EM>Star Wars: The Return of the Jedi, </EM>the story follows the warrior princess as she leads a ragtag group of rebels on a dangerous mission against the evil Galactic Empire. Hidden in the story are also hints and clues about the upcoming film <EM>Star Wars: The Force Awakens</EM>, making this a must-read for fans old and new!",Cecil Castellucci,Children's Books,1484724976
92,"Clinical Procedures for Medical Assistants, 8e",http://ecx.images-amazon.com/images/I/51Mqf9EC25L.jpg,"<p>Learn the concepts, procedures, and skills you need to succeed as a medical assistant! <b>Clinical Procedures for Medical Assistants</b> provides clear, step-by-step instructions for common office procedures such as taking vital signs, collecting and processing lab specimens, preparing patients for examinations, and assisting with office surgeries. Written by expert educator Kathy Bonewit-West, this edition covers the latest competencies and topics related to today's medical assisting practice, including HIPAA, the Electronic Health Record, and caring for special populations. It also includes four DVDs with video demonstrating 76 clinical skills described in the book. </p><ul> <ul></ul> <b>76 procedures</b> are presented in a clear, step-by-step format along with underlying principles and illustrations, with procedure videos included on the companion DVDs.</li> <b>Chapter outlines and learning objectives</b> prepare you for the skills and concepts you will be learning.</li> <b><i>What Would You Do? What Would You Not Do?</i> case studies</b> challenge you to apply your knowledge to realistic medical office situations -- and a practitioner's response is included for comparison.</li> <b><i>Putting It All Into Practice</i> and <i>Memories from Externship</i> boxes</b> feature real medical assistants sharing personal, on-the-job experiences.</li> <b><i>Patient Teaching</i> boxes</b> prepare you for effective communication, with detailed instructions on how to answer questions and how to explain medical concepts and procedures.</li> <b>Charting examples</b> help you understand the process for charting your own procedures.</li> <b><i>Certification Review</i> sections</b> summarize points that are essential to know for the certification examination.</li> <b><i>Highlight</i> boxes</b> emphasize important topics that influence the world of medical assistant.</li> <b><i>Key Terms</i> and <i>Terminology Review</i></b> help you master medical assisting terminology.</li> <b><i>Medical Practice and the Law</i></b> highlights important legal and ethical issues.</li> <b><i>Apply Your Knowledge</i></b> helps you assess your comprehension.</li> <b><i>On the Web</i></b> provides up-to-date lists of websites for further research and study.</li> <b>Student resources on a companion Evolve website</b> feature animations, activities and games including <i>Road to Recovery</i>, an interactive math review, <i>Apply Your Knowledge</i> multiple-choice questions, and 76 step-by-step video procedures.</li> </ul><ul> Four new procedure videos: <i>Release of Medical Information, Preparing a Medical Record, Wheelchair Transfer, </i>and<i> Peak Flow Measurement</i></li> The most up-to-date information on emerging topics in the field including patient care protocol, pharmacology, and laboratory testing</li> Expanded information on the Electronic Medical Record, including the recording of prescriptions and laboratory documents</li> Updated pharmacology table of drugs commonly administered and prescribed in the medical office</li> Current information on the OSHA Bloodborne Pathogens Standard along with a new video</li> Expanded information on CLIA-waived testing kits and CLIA-waived automated analyzers</li> New ADA guidelines for interpreting blood glucose test results</li> The PT/INR laboratory test and PT/INR home testing</li> End-of-chapter terminology review now contains broken down word parts</li> New interactive math review on the companion Evolve website</li> </ul>",Kathy Bonewit-West BS  MEd,Medical Books,143770882X
93,Tokyo City Atlas: A Bilingual Guide,http://ecx.images-amazon.com/images/I/61Op54okXGL.jpg,"This is the updated third edition of an atlas first published in 1998. During the past six years, the transportation network of the metropolitan area of Tokyo has changed a good deal. In the case of the subway system, lines have been extended, and some rapid-transit lines have been added, so code numbers for each station are given in our atlas for foreign travelers to identify them easily. In addition, as a result of urban development in areas such as Roppongi, Shinagawa, and Shiodome, quite a few new company buildings, stores, and hotels have appeared. These developments are also covered in this updated edition.<br><br> &#160;&ndash;&#160; 21 area maps of Metropolitan Tokyo (42 pages) showing not only chome numbers but also block numbers (banchi).<br> &#160;&ndash;&#160; 18 detailed maps of Central Tokyo (30 pages) to guide the reader even to numbered subway station entrances.<br> &#160;&ndash;&#160; An additional 7 maps of central Yokohama and Kawasaki and access maps to 3 U.S. military bases (Yokosuka, Yokota and Zama).<br> &#160;&ndash;&#160; Comprehensive index: More than 3,600 entries of town and station names, as well as major organizations and buildings, provide the user with easy access to all destinations.",Kodansha International,Reference,1568364458
94,Magical Knowledge  Book I Foundations/ The Lone Practitioner,http://ecx.images-amazon.com/images/I/61ht9nH4rnL.jpg,"""Here you have a book that will help you, and an author whose views you can respect. More than this, you may safely trust her practical guidance, which is drawn from a long and varied experience of working alone and with others. She is a gifted teacher, perceptive and critical: perhaps more important, she is also human . . . there is no question but that the magical path is a hard road that requires dedication, discrimination and a solid dose of common sense . . . if you are determined to follow the magical path, and if you employ these three qualities, you will be hard pressed indeed to find a better guide than Magical Knowledge."" RA Gilbert Magical Knowledge book I is the first in a series of three that takes the reader through the bends and twists of serious magical study. This book tackles some of the more pressing issues surrounding the early quest for knowledge from the world of magic, along with techniques, exercises and warnings for those ready to dip their toe in the scalding hot water of power. Using her usual no nonsense down to earth approach, McCarthy outlines in depth some of the rarely tackled issues and problems that face a serious modern magician, offering advice and reflections based on 30 years of practical work. The book follows no specific magical path; rather it takes the reader to the layers of consciousness beneath such paths and shows us the various techniques, powers and dynamics that underpin most Western Mystery schools and lodges. The reader is shown how ritual actually works, what an inner contact actually is, how to make visions work, how to turn an object into a magically charged implement, how to read tarot, how to clean and protect yourself, and most importantly of all, how to spot the bullshit. Josephine McCarthy is a seasoned occultist and author living in the Dartmoor National Park in the UK. She has taught and led magical groups in the USA and UK for many years, and has written a variety of magical fiction and non fiction. Her more recent publications include 'The Work of the Hierophant' and 'The Exorcist's Handbook'.",Josephine McCarthy,Religion & Spirituality,1906958440
95,"2007 Country Profile and Guide to Honduras - National Travel Guidebook and Handbook - Hurricane Mitch, Caribbean Basin Initiative, U.S. Military (Two CD-ROM Set)",http://ecx.images-amazon.com/images/I/61GZ-dJGOeL.jpg,"Completely updated and revised for this new edition, our unique electronic book on two CD-ROMs has an amazing collection of the finest federal documents and resources about Honduras, providing encyclopedic coverage of all aspects of the country. This disc set provides a truly fantastic reference source, with over one hundred thousand pages reproduced in Adobe Acrobat format! There is complete coverage of newsworthy material about Honduras, including USAID (over 40,000 pages of reports), Caribbean Basin Initiative, doing business, earthquakes, country commercial guide, visit of President Clinton and Tipper Gore, Peace Corps, diplomatic list, Hurricane Mitch, U.S. Military, Air Base, CAFTA, food security and agriculture, and more. This incredible and comprehensive series on the countries of the world contains material from the State Department, Department of Defense, White House, and cabinet agencies including Agriculture, Energy, and the U.S. Citizenship and Immigration Services. There is complete information about geography, people, government, the economy, communications, transportation, military, and transnational issues. In addition to the nation-specific material, as a bonus we have included reports about every country on the globe, with 271 nations, dependent areas, and other entities identified by the Central Intelligence Agency. The CIA World Factbook is considered an invaluable ""world encyclopedia"" reference book. This incredible two CD-ROM set is packed with over 100,000 pages reproduced using Adobe Acrobat PDF software - allowing direct viewing on Windows and Macintosh systems. The Acrobat cataloging technology adds enormous value and uncommon functionality to this impressive collection of government documents and material.",U.S. Government,Travel,1422013162
96,"Veterinary Anatomy of Domestic Mammals: Textbook and Colour Atlas, Sixth Edition",http://ecx.images-amazon.com/images/I/51h-OywaE8L.jpg,"<P>A standard atlas and textbook combination for students and practitiones alike, this updated and expanded <B>6th edition</B> of <B>Veterinary Anatomy of Domestic Mammals </B>prepares readers for both veterinary exams and clinical practice and will keep&nbsp;readers at the cutting edge. Excellent didactic graphs and clear structure make both studying and referencing fun! Numerous new, brilliant figures, especially on imaging techniques, bring anatomy to life and help&nbsp;readers get a&nbsp;comprehensive grasp of clinical examination techniques.</P> <P>As veterinary schools move increasingly to case-based learning, the expanded 6<SUP>th</SUP> edition of this pre-eminent textbook has been comprehensively updated and will bring anatomy to life for students and practitioners alike. It is the perfect tool to prepare students for both exams and clinical practice and will serve as a life-long reference for veterinarians and veterinary surgeons.</P>",Horst Erich KÃ¶nig,Medical Books,3794528336
97,"Don't Look Behind You!: A Safari Guide's Encounters With Ravenous Lions, Stampeding Elephants, And Lovesick Rhinos",http://ecx.images-amazon.com/images/I/51wyz67gx7L.jpg,"<DIV><FONT face=""Times New Roman""><DIV><P style=""MARGIN: 0in 0in 0pt""><STRONG>Incredible true tales from a world-renowned safari guide and celebrated author</STRONG> </P><P style=""MARGIN: 0in 0in 0pt""> </P><P style=""MARGIN: 0in 0in 0pt"">Romantic notions aside, being a safari guide isn’t always particularly enjoyable or glamorous. Quite often it is beset with challenges, like having to spend a night in a thorn tree with marauding hyenas below. But safari guide Peter Allison lives for such moments. Here, the author of the widely praised <I>Whatever You Do, Don’t Run</I> details his time spent in safari camps not only in Botswana but also in South Africa, Mozambique, and Namibia―places he loves, despite how much it feels like they might just be trying to kill him.</P><P style=""MARGIN: 0in 0in 0pt""> </P><P style=""MARGIN: 0in 0in 0pt"">In <I>Don’t Look Behind You</I>, Allison recounts adventures few would live to tell. Like the time he and a group of bored guides launched a makeshift raft into a foaming, flooded river teeming with hippos and crocodiles. Or the afternoon he heard monkeys telling him that a leopard was walking around the camp, and then realized the leopard was in his tent, with him in it.</P><P style=""MARGIN: 0in 0in 0pt""> </P><P style=""MARGIN: 0in 0in 0pt"">In addition to relating his encounters with animals, Allison shares the stories of those tourists who have long been pushing him toward early retirement. Normally respectful of all his fellow creatures no matter how many feet they have, Allison fantasizes about leaving one in particular behind on the Skeleton Coast, a place that receives less than half an inch of rain a year, and is patrolled by lions and hyenas. </P><P style=""MARGIN: 0in 0in 0pt""> </P>Join Peter Allison for another riveting, rollicking, behind-the-scenes dose of everyone’s dream experience―going on safari―and come through amazed but, thankfully, without a scratch. ",Peter Allison,Biographies & Memoirs,1599214695
98,The Goose Girl (Books of Bayern),http://ecx.images-amazon.com/images/I/51T0-j4GwzL.jpg,"<p>Anidori-Kiladra Talianna Isilee, Crown Princess of Kildenree, spends the first years of her life listening to her aunt's stories and learning the language of the birds, especially the swans. As she grows up Ani develops the skills of animal speech, but is never comfortable speaking with people, so when her silver-tongued lady in waiting leads a mutiny during Ani's journey to be married in a foreign land, Ani is helpless and cannot persuade anyone to help her. She becomes a goose girl and must use her own special, nearly magical powers to find her way to her true destiny. </p><p>From the Grimm's fairy tale of the princess who became a goose girl before she could become queen, Shannon Hale has woven an incredible and original tale of a girl who must find her own unusual talents before she can lead the people she has made her own.</p>",Shannon Hale,Children's Books,1582349908
99,An Introduction to Polymer Science,http://ecx.images-amazon.com/images/I/51fu5QLU6AL.jpg,"Polymer science at its best!<br><br><br>A completely new approach reflecting the interdisciplinary nature of polymer science!<br><br>Modern polymer science is firmly rooted not only in the chemistry of macromolecules but also in their physical chemistry and physics. Furthermore, this modern insight provides the reader with information on the three most important uses of synthetic polymers: elastomers, fibers, and plastics. Biopolymers are also considered.<br><br>This book fulfills the need for a volume which introduces polymer science in a straightforward, rigorous, and practical way. It is divided into four parts that cover the chemistry, physical chemistry, physics, and technology of polymers. Whenever possible, physical equations are not just presented but are derived step by step from first principles enabling the newcomer to ease smoothy into the subject. The reference to industrial aspects makes this book an indispensable support for both students and professionals.",Hans-Georg Elias,Science & Math,3527287906
100,Agile Project Management with Scrum (Developer Best Practices),http://ecx.images-amazon.com/images/I/414uoFBh--L.jpg,"<DIV><p>The rules and practices for Scrumâa simple process for managing complex projectsâare few, straightforward, and easy to learn. But Scrumâs simplicity itselfâits lack of prescriptionâcan be disarming, and new practitioners often find themselves reverting to old project management habits and tools and yielding lesser results. In this illuminating series of case studies, Scrum co-creator and evangelist Ken Schwaber identifies the real-world lessonsâthe successes and failuresâculled from his years of experience coaching companies in agile project management. Through them, youâll understand how to use Scrum to solve complex problems and drive better resultsâdelivering more valuable software faster.<br></p><p>Gain the foundation in Scrum theoryâand practiceâyou need to:<br></p> <ul> Rein in even the most complex, unwieldy projects </li> Effectively manage unknown or changing product requirements </li> Simplify the chain of command with self-managing development teams </li> Receive clearer specificationsâand feedbackâfrom customers </li> Greatly reduce project planning time and required tools </li> Buildâand releaseâproducts in 30-day cycles so clients get deliverables earlier </li> Avoid missteps by regularly inspecting, reporting on, and fine-tuning projects </li> Support multiple teams working on a large-scale project from many geographic locations </li> Maximize return on investment! </li></ul>",Ken Schwaber,Computers & Technology,073561993X
101,"The Arab World Thought of It: Inventions, Innovations, and Amazing Facts (We Thought Of It)",http://ecx.images-amazon.com/images/I/61wuHjyAAAL.jpg,"<div>Ink-filled pens, mattresses, and bars of soap&#151;these are only some of the inventions and innovations that have been passed down through the millennia from the peoples of Arab lands. Readers may be surprised to learn that they have also given us &#149; the scalpel &#149; planetariums &#149; three-course meals As in the other titles in this series, The Arab World Thought of It uses stunning photos and well-researched information to provide an overview of contributions made in the fields of medicine, architecture, food, and education. Also included is a look at accomplishments in the areas of engineering, transportation, and oil production. Complete with maps, timeline, index, and a list of further reading, this book is an excellent starting point for the exploration of a thriving culture.",Saima Hussain,Children's Books,1554514770
102,Q & As for the PMBOK Guide,http://ecx.images-amazon.com/images/I/413wO1s1atL.jpg,"In this newest edition, PMI presents straightforward questions and answers to the most common questions about project management, the project management framework, and the knowledge areas contained within the PMBOK&#174; Guide - Fifth Edition. This handy reference will help project managers and students enhance their knowledge in specific areas and test themselves on issues that are essential to successful project management.",,Business & Money,1935589857
103,Beyond the Track: Retraining the Thoroughbred from Racecourse to Riding Horse,http://ecx.images-amazon.com/images/I/516lz6PTaiL.jpg,"<DIV><P style=""MARGIN: 0in 0in 0pt"">Every year, thousands of horses are retired from the track. By and large, these are healthy, fit horses that remain sound in body and mind and can be retrained to become wonderful dressage horses, hunters, or pleasure mounts. This comprehensive guide gives horse owners advice on a wide range of subjects, from therapies for rehabilitating injured racehorses, to establishing&#160;welcoming environments&#160;and training regimens, making the transitioning process from racehorse to riding horse trouble-free.</P>",Anna Morgan Ford,"Crafts, Hobbies & Home",1570764026
104,"Dementia Care Certification Course, Single User",http://ecx.images-amazon.com/images/I/51P9ZsUSN2L.jpg,This is DVD pack sealed originally. I know that Ivytech College using this for online Dementia course.,Copper Ridge Institute affiliated with Johns Hopkins Univ. School of Medici,Medical Books,1451176880
105,"Veterinary obstetrics,",http://ecx.images-amazon.com/images/I/41JsBpNm1KL.jpg,Vintage (pre World War 2) text.,Walter Long Williams,Medical Books,B00087FG8Q
106,How to Get Your Life Back From  Morgellons and Other Skin Parasites Limited Edit,http://ecx.images-amazon.com/images/I/51aNxvOwTjL.jpg,"Morgellons and other itchy skin parasites are a life changing event which can ruin your life. Yet, even though the medical community still doesn't acknowledge them or know how to deal with them, with recent modern advances made in the last year or so, you can take your life back to normal or near normal again. A special diet, the King Diet, has been discovered that is instrumental in dealing with them. Diet along with bathing, environmental controls, and various supplements and medications can bring life back to being worth living once again. This book, written by an ex sufferer of skin parasites, is the most comprehensive resource you will find regarding Morgellons, Chronic Lyme, Collembola, mites, Strongyloides, Candidia, and skin fungus.",Mr Richard L. Kuhns,"Health, Fitness & Dieting",1475010524
107,The Art and Making of Penny Dreadful,http://ecx.images-amazon.com/images/I/618dzoJCEtL.jpg,"<i>PENNY DREADFUL</i>&#160;is a frightening psychological thriller that weaves together classic horror origin stories into a new adult drama. The Showtime TV series was created by John Logan and executive produced by Logan and Sam Mendes and stars Josh Hartnett (<i>Sin City</i>), Eva Green (<i>Casino Royale</i>), Billie Piper (<i>Doctor Who</i>) and Timothy Dalton (<i>License to Kill</i>).",Sharon Gosling,Humor & Entertainment,1783293721
108,2016 Ragdoll Cats Wall Calendar,http://ecx.images-amazon.com/images/I/61k7A6sXDRL.jpg,"Ragdolls are a relatively new cat breed known for their gentleness, intelligence, affection, and (to say the least) docility.  Twelve delightful fullcolor photographs capture the essence of this lovely feline. The large format features daily grids with ample room for jotting appointments, birthdays and personal reminders. Also includes six bonus months of July through December 2015; moon phases; U.S. and international holidays.",Willow Creek Press,Calendars,1623437806
109,The Origin Of Symbolism: Teachings Of The Rose Cross College,http://ecx.images-amazon.com/images/I/31GD%2BtgeigL.jpg,"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work.",R. Swinburne Clymer,Computers & Technology,1161520937
110,Charting: An Incredibly Easy! Pocket Guide (Incredibly Easy! SeriesÂ®),http://ecx.images-amazon.com/images/I/51R9RUObbZL.jpg,"<DIV><P><B>Charting: An Incredibly Easy! Pocket Guide</B> provides time-starved nurses with essential documentation guidelines in a streamlined, bulleted format, with illustrations, logos, and other <B>Incredibly Easy!</B> features. The book is conveniently pocket sized for quick reference anytime and anywhere.</P> <P>The first section reviews the basics of charting, including types of records, dos and dont's, and current HIPAA and JCAHO regulations. The second section, alphabetically organized, presents hundreds of examples and guidelines for accurately charting everyday occurrences. Logos include <I>Help Desk</I> best practices tips; <I>Form Fitting</I> completed forms that exemplify top-notch documentation; <I>Making a Case</I> documentation-related court cases; and <I>Memory Jogger</I> mnemonics.</P> ",Springhouse,Medical Books,1582555389
111,A Guide for Young Softball Pitchers (Young Player's),http://ecx.images-amazon.com/images/I/518p0IZI8fL.jpg,"<DIV>Good softball pitchers aren&#8217;t born, they are developed. A young player can become a good pitcher, and have a lot of fun along the way. Good pitchers have a couple of things in common. First, they really want to pitch. Second, they are willing to spend the considerable time and effort tocondition, train, and develop their skills.<br><br>There are several attributes that most really good pitchers possess. They can control their pitches, throw strikes, and throw them with speed. They also have good self-control. The best pitchers know how to win; they have their head in the game and use their<br>abilities to contribute to a successful team effort.<br><br>This book will get young pitchers started on the right track to success. With chapters on conditioning, pitching mechanics, the variety of pitches, proper practice, control, game preparation, dealing with batters, fielding, and more, <b> A Guide For Young Softball Pitchers </b>is a complete source for the young pitcher and for all those who coach youth softball, as well as for the parents of young pitchers.<br>",Don Oster,Sports & Outdoors,1592287344
112,The Willie Lynch Letter And The Making of A Slave,http://ecx.images-amazon.com/images/I/513vJpxCiCL.jpg,"The Willie Lynch Letter and the Making of a Slave is a study of slave making. It discribes the rationale and the results of Anglo Saxon's ideas and methods of insuring the master/slave relationship. The infamous Willie Lynch letter gives both African and Caucasian students and teachers some insight, concerning the brutal and inhumane psychology behind the African slave trade. The materialistic viewpoint of Southern plantation owners that slaver was a business and the victims of chattel slavery were merely pawns in an economic game of debauchery, cross-breeding, inter-racial rape and mental conditioning of a negroid race, they considered sub-human. Equally important is the international nature of the European economic, political and cultural climate that influenced the slave trade. Within the time scale of African History, it was a relatively short period, a mere one and a half centuries from the most intensive phase of the Atlantic slave trade to the advent of European administration and dominance. Long before that the Slave Coast had been chartered by the Portuguese and the people off the area west of Benin, between the volta River and Lagos, European traders traced a cultural history which linked them with the earliest Yoruba settlements to the north and eastern borders of Africa.",,Politics & Social Sciences,1930097220
113,"Inventory of World Topographic Mapping, Volume 3",http://ecx.images-amazon.com/images/I/61caxUAy8FL.jpg,"This volume completes the International Cartographic Association's trilogy which has been prepared to provide an ""Inventory of World Topographic Mapping"", and contains specific details relating to the current coverage of states located in Eastern Europe, Asia, Pacific and Antarctica. The geographical positions of countries described are illustrated by means of a series of accompanying reference maps. The information supplied for each country consists of a text, including a brief history of the development of topographic mapping, geodetic data, map scales and series as well as extracts of maps and index sheets illustrating the present status of map coverage within that country. There is currently no other work employing the approach adopted in assembling this ""inventory"". This work is a comprehensive and important reference and source book for information in the field of topographic mapping.",R. BÃ¶hme,Travel,1858610346
114,Chicken Soup for the Teenage Soul on Tough Stuff: Stories of Tough Times and Lessons Learned (Chicken Soup for the Soul),http://ecx.images-amazon.com/images/I/51T3A1wvz5L.jpg,"Being a teenager is difficult even under the best conditions. &nbsp;When bad things happen, the challenges can be overwhelming. But tough times can turn into great times. In this book, you&#39;ll see how you too can find meaning in your life, improve your family and social relationships, and achieve your dreams.",Jack Canfield,Christian Books & Bibles,1623611199
115,Rough Stock,http://ecx.images-amazon.com/images/I/51A0uGCvEDL.jpg,"<div><i>The heart wants what it wants... </i>Bronc riders Mason and Clay have shared both good times and bad as best friends, but they never expected to share their boss's daughter, April. Can two friends love one woman, body and soul, without it destroying them?<br><div>",Cat Johnson,Romance,1605047759
116,"Karma Chakme's Mountain Dharma As Taught by Khenpo Karthar Rinpoche, Volume Four",http://ecx.images-amazon.com/images/I/51yCcy2vgZL.jpg,"<DIV>Karma Chakme's Mountain Dharma is a complete text for those who want to practice Tibetan Buddhism. Whether you are in an intensive retreat where you practice most of the time or in a busy life where you practice as much as you can, the issues are the same, the practices are the same, and the postmeditation is the same. Mountain Dharma contains everything you need to undertake any practice, from the most basic to the tantrayana, including how to conduct a proper retreat. Because this text is very precise and very clear, you do not have to obtain sixty different texts. Volume four explores the conduct and lifestyle that create an appropriate framework for Dharma including how to relate to the sangha, incorporating insights on how to benefit others through the traditions of scholarship and realization, and includes a comprehensive exploration of the phenomenon of death.",Khenpo Karthar Rinpoche,Religion & Spirituality,1934608076
117,Social Media and Mobile Technologies for Healthcare (Advances in Healthcare Information Systems and Administration),http://ecx.images-amazon.com/images/I/51vgKPcZ6eL.jpg,"<p>In addition to social medias prevalence for personal use, online networking tools are also gaining momentum in the healthcare field. Health information and patient discussion are embracing these technologies to create a more ubiquitous communication platform.</p><p><b>Social Media and Mobile Technologies for Healthcare</b> provides insight on the tools that are integral to understanding and implementing emerging technologies in health-related fields. With an ever-growing presence of patients and health professionals on social networking sites, this book will provide insight into the effect of communication technologies on health services. This publication is useful for professionals and researchers in health informatics, as well as students, practitioners, clinicians, and academics. </p>",Mowafa Househ,Medical Books,146666150X
118,The 14th Colony (Cotton Malone),http://ecx.images-amazon.com/images/I/51qEkH7hm3L.jpg,"<p><i>What happens if both the president and vice-president-elect die before taking the oath of office? The answer is far from certain―in fact, what follows would be nothing short of total political chaos.</i></p><p>Shot down over Siberia, ex-Justice Department agent Cotton Malone is forced into a fight for survival against Aleksandr Zorin, a man whose loyalty to the former Soviet Union has festered for decades into an intense hatred of the United States.</p><p>Before escaping, Malone learns that Zorin and another ex-KGB officer, this one a sleeper still embedded in the West, are headed overseas to Washington D.C. Noon on January 20th―Inauguration Day―is only hours away. A flaw in the Constitution, and an even more flawed presidential succession act, have opened the door to disaster and Zorin intends to exploit both weaknesses to their fullest. </p><p>Armed with a weapon leftover from the Cold War, one long thought to be just a myth, Zorin plans to attack. He’s aided by a shocking secret hidden in the archives of America’s oldest fraternal organization―the Society of Cincinnati―a group that once lent out its military savvy to presidents, including helping to formulate three invasion plans of what was intended to be America’s 14th colony―Canada. </p><p>In a race against the clock that starts in the frozen extremes of Russia and ultimately ends at the White House itself, Malone must not only battle Zorin, he must also confront a crippling fear that he’s long denied, but which now jeopardizes everything. Steve Berry’s trademark mix of history and speculation is all here in this provocative new thriller.</p>",Steve Berry,"Mystery, Thriller & Suspense",1250056241
119,Hyperbole and a Half 2016 Engagement Calendar,http://ecx.images-amazon.com/images/I/510tWxhT9XL.jpg,"<div>Allie Brosh&rsquo;s characters and panels illustrate this 54-week engagement calendar. With material from some of the most popular stories from the <I>Hyperbole and a Half</I> web comic and book, this calendar will help you cope with your future engagements, procrastination, the perils of impending adulthood, and other hurdles you may face in 2016.",Allie Brosh,Calendars,1419717294
120,"Shocking Paris: Soutine, Chagall and the Outsiders of Montparnasse",http://ecx.images-amazon.com/images/I/51oqhtGlOqL.jpg,"<p>For a couple of decades before World War II, a group of immigrant painters and sculptors, including Amedeo Modigliani, Marc Chagall, Chaim Soutine and Jules Pascin dominated the new art scene of Montparnasse in Paris. Art critics gave them the name ""the School of Paris"" to set them apart from the French-born (and less talented) young artists of the period. Modigliani and Chagall eventually attained enormous worldwide popularity, but in those earlier days most School of Paris painters looked on Soutine as their most talented contemporary. Willem de Kooning proclaimed Soutine his favorite painter, and Jackson Pollack hailed him as a major influence. </p><p>Soutine arrived in Paris while many painters were experimenting with cubism, but he had no time for trends and fashions; like his art, Soutine was intense, demonic, and fierce. After the defeat of France by Hitler's Germany, the East European Jewish immigrants who had made their way to France for sanctuary were no longer safe. In constant fear of the French police and the German Gestapo, plagued by poor health and bouts of depression, Soutine was the epitome of the tortured artist. Rich in period detail, Stanley Meisler's <i>Shocking Paris</i> explores the short, dramatic life of one of the most influential artists of the twentieth century.</p>",Stanley Meisler,History,1137278803
121,Iran (Modern World Nations),http://ecx.images-amazon.com/images/I/31XKMUAEWVL.jpg,"Located in the heart of the Middle East, Iran was at the crossroads of several early societies and home to the powerful Persian Empire, one of history's most influential civilizations. This title looks into Iran's fascinating past, views its present-day people and places, and gazes into the country's possible future.",Masoud Kheirabadi,Teen & Young Adult,1604139390
122,The Cactus Creek Challenge,http://ecx.images-amazon.com/images/I/51ILiWoA18L.jpg,"<DIV><I>Anything he can do, I can do better.</I> At least that was what Cassie Bucknell thought before she pinned on Ben Wilder&rsquo;s badge and took to patrolling the streets of Cactus Creek, Texas. Cassie has been in love with Ben since primer school, but Ben treats her like a little sister. When they are picked to swap jobs for a month as part of the annual Cactus Creek Challenge in their Texas hometown, the schoolhouse is thrown into an uproar, the jail becomes a temporary bank vault, and Cassie and Ben square off in a battle of wills that becomes a battle for their hearts.",Erica Vetsch,Romance,1630589276
123,A History of the Cuban Revolution (Viewpoints / Puntos de Vista),http://ecx.images-amazon.com/images/I/51zKrM3P4RL.jpg,"<p>A fully-revised and updated new edition of a concise and insightful socio-historical analysis of the Cuban revolution,&nbsp;and the course it took over five and a half decades.</p><ul> Now available in a fully-revised second edition, including new material to add to the book&rsquo;s coverage of Cuba over the past decade under Raul Castro</li> All of the existing chapters have been updated to reflect recent scholarship</li> Balances social and historical insight into the revolution with economic and political analysis extending into the twenty-first century</li> Juxtaposes U.S. and Cuban perspectives on the historical impact of the revolution, engaging and debunking the myths and preconceptions surrounding one of the most formative political events of the twentieth century</li> Incorporates more student-friendly features such as a timeline and glossary</li></ul>",Aviva Chomsky,History,1118942280
124,The Process of Research in Psychology,http://ecx.images-amazon.com/images/I/51AWhkj7CGL.jpg,"In <strong>The Process of Research in Psychology: Second Edition</strong>, an introductory textbook, <strong>Dawn M. McBride </strong>utilizes numerous examples from published research and the pedagogical approach of spaced repetition to provide a step-by-step explanation of how to design, conduct, and present a research study in psychology. Early chapters introduce important concepts for developing research ideas, subject sampling, ethics, and data collection to help students understand the process of research. Subsequent ""Nuts and Bolts"" chapters provide more detailed coverage of these topics and examine the various types of research relevant to the field of psychology. This approach creates a logical scaffolding upon which students can build their knowledge and allows for an easy-to-read, concise format that provides students with the appropriate information required to do research in psychology!",Dawn M. McBride,Medical Books,1412999553
